S.No.;State Code;State Name (In English);District Code;District Name (In English);Sub-District Code;Sub-District Name (In English);Village Code;Village Version;Village Name (In Englsih);Village Name (In Local);Village Status;Census 2001 Code;Census 2011 Code
872;32;KERALA;562;MALAPPURAM;5641;Ernad;627469;1;Anakkayam (OG);ആനക്കയം;Inhabitant;40502000;627469
873;32;KERALA;562;MALAPPURAM;5641;Ernad;627447;1;Areekode;അരീക്കോട്;Inhabitant;00033300;627447
874;32;KERALA;562;MALAPPURAM;5641;Ernad;627463;1;Chembrasseri;ചെമ്പ്രശ്ശേരി;Inhabitant;00035000;627463
875;32;KERALA;562;MALAPPURAM;5641;Ernad;627450;1;Edavanna;എടവണ്ണ;Inhabitant;00033600;627450
876;32;KERALA;562;MALAPPURAM;5641;Ernad;627460;1;Elankur;എളങ്കൂർ;Inhabitant;00034700;627460
877;32;KERALA;562;MALAPPURAM;5641;Ernad;627451;1;Karakunnu;കാരക്കുന്ന്;Inhabitant;00033700;627451
878;32;KERALA;562;MALAPPURAM;5641;Ernad;627452;1;Kavanoor;കാവനൂർ;Inhabitant;00033800;627452
879;32;KERALA;562;MALAPPURAM;5641;Ernad;627465;1;Kizhuparamba (CT);കീഴുപറമ്പ്;Inhabitant;00032700;627465
880;32;KERALA;562;MALAPPURAM;5641;Ernad;913321;1;Malappuram;മലപ്പുറം;Inhabitant;;000000
881;32;KERALA;562;MALAPPURAM;5641;Ernad;913319;1;Manjeri;മഞ്ചേരി;Inhabitant;;000000
882;32;KERALA;562;MALAPPURAM;5641;Ernad;913316;1;Melmuri;മേൽമുറി;Inhabitant;;000000
883;32;KERALA;562;MALAPPURAM;5641;Ernad;913318;1;Narukara;നറുകര;Inhabitant;;000000
884;32;KERALA;562;MALAPPURAM;5641;Ernad;913320;1;Panakkad;പാണക്കാട്;Inhabitant;;000000
885;32;KERALA;562;MALAPPURAM;5641;Ernad;627461;1;Pandalur;പന്തല്ലൂൂർ;Inhabitant;00034800;627461
886;32;KERALA;562;MALAPPURAM;5641;Ernad;627464;1;Pandikkad;പാണ്ടിക്കാട്;Inhabitant;00035100;627464
887;32;KERALA;562;MALAPPURAM;5641;Ernad;913317;1;Payyanad;പയ്യനാട്;Inhabitant;;000000
888;32;KERALA;562;MALAPPURAM;5641;Ernad;627449;1;Perakamanna;പെരകമണ്ണ;Inhabitant;00033500;627449
889;32;KERALA;562;MALAPPURAM;5641;Ernad;627457;1;Pookkottur;പൂക്കോട്ടൂർ;Inhabitant;00034400;627457
890;32;KERALA;562;MALAPPURAM;5641;Ernad;627458;1;Pulpatta;പുൽപ്പറ്റ;Inhabitant;00034500;627458
891;32;KERALA;562;MALAPPURAM;5641;Ernad;627459;1;Trikkalangode;തൃക്കലങ്ങോട്;Inhabitant;00034600;627459
892;32;KERALA;562;MALAPPURAM;5641;Ernad;627448;1;Urangattiri;ഊർങ്ങാട്ടിരി;Inhabitant;00033400;627448
893;32;KERALA;562;MALAPPURAM;5641;Ernad;627462;1;Vettikkattiri;വെട്ടിക്കാട്ടിരി;Inhabitant;00034900;627462
894;32;KERALA;562;MALAPPURAM;5641;Ernad;627443;1;Vettilappara;വെറ്റിലപ്പാറ;Inhabitant;00032600;627443
895;32;KERALA;562;MALAPPURAM;5941;Kondotty;627446;2;Cheekkode;ചീക്കോട്;Inhabitant;00033200;627446
896;32;KERALA;562;MALAPPURAM;5941;Kondotty;627541;2;Chelambra (CT);ചേലേമ്പ്ര;Inhabitant;00042400;627541
897;32;KERALA;562;MALAPPURAM;5941;Kondotty;627467;2;Cherukavu (CT);ചെറുകാവ്;Inhabitant;00033000;627467
898;32;KERALA;562;MALAPPURAM;5941;Kondotty;627468;4;Kondotty (CT);കൊണ്ടോട്ടി;Inhabitant;00034100;627468
899;32;KERALA;562;MALAPPURAM;5941;Kondotty;627453;2;Kuzhimanna;കുഴിമണ്ണ;Inhabitant;00033900;627453
900;32;KERALA;562;MALAPPURAM;5941;Kondotty;627456;2;Morayur;മൊറയൂർ;Inhabitant;00034300;627456
901;32;KERALA;562;MALAPPURAM;5941;Kondotty;627454;2;Muthuvallur;മുതുവല്ലൂൂർ;Inhabitant;00034000;627454
902;32;KERALA;562;MALAPPURAM;5941;Kondotty;627455;4;Nediyiruppu;നെടിയിരുപ്പ്;Inhabitant;00034200;627455
903;32;KERALA;562;MALAPPURAM;5941;Kondotty;627542;2;Pallikal (CT);പള്ളിക്കൽ;Inhabitant;00042500;627542
904;32;KERALA;562;MALAPPURAM;5941;Kondotty;627445;2;Pulikkal;പുളിക്കൽ;Inhabitant;00033100;627445
905;32;KERALA;562;MALAPPURAM;5941;Kondotty;627444;2;Vazhakkad;വാഴക്കാട്;Inhabitant;00032800;627444
906;32;KERALA;562;MALAPPURAM;5941;Kondotty;627466;2;Vazhayur (CT);വാഴയൂർ;Inhabitant;00032900;627466
907;32;KERALA;562;MALAPPURAM;5642;Nilambur;627471;1;Akampadam;അകമ്പാടം;Inhabitant;00035300;627471
908;32;KERALA;562;MALAPPURAM;5642;Nilambur;627476;1;Amarambalam;അമരമ്പലം;Inhabitant;00035800;627476
909;32;KERALA;562;MALAPPURAM;5642;Nilambur;627482;2;Chokkad;ചോക്കാട്;Inhabitant;00036500;627482
910;32;KERALA;562;MALAPPURAM;5642;Nilambur;627473;1;Chungathara;ചുങ്കത്തറ;Inhabitant;00035500;627473
911;32;KERALA;562;MALAPPURAM;5642;Nilambur;627474;1;Edakkara;എടക്കര;Inhabitant;00035600;627474
912;32;KERALA;562;MALAPPURAM;5642;Nilambur;627483;1;Kalikavu;കാളികാവ്;Inhabitant;00036600;627483
913;32;KERALA;562;MALAPPURAM;5642;Nilambur;627477;2;Karulai;കരുളായ്;Inhabitant;00035900;627477
914;32;KERALA;562;MALAPPURAM;5642;Nilambur;627487;1;Karuvarakundu;കരുവാരകുണ്ട്;Inhabitant;00037000;627487
915;32;KERALA;562;MALAPPURAM;5642;Nilambur;627486;1;Kerala Estate;കേരള എസ്റ്റേറ്റ്;Inhabitant;00036900;627486
916;32;KERALA;562;MALAPPURAM;5642;Nilambur;627472;2;Kurumbilangode;കുറുമ്പലങ്ങോട്;Inhabitant;00035400;627472
917;32;KERALA;562;MALAPPURAM;5642;Nilambur;627478;1;Mambad;മമ്പാട്;Inhabitant;00036100;627478
918;32;KERALA;562;MALAPPURAM;5642;Nilambur;916092;1;Moothedam;മൂത്തേടം;Inhabitant;;000000
919;32;KERALA;562;MALAPPURAM;5642;Nilambur;627488;1;Nilambur (CT);നിലമ്പൂർ;Inhabitant;00036000;627488
920;32;KERALA;562;MALAPPURAM;5642;Nilambur;627480;1;Porur;പോരൂർ;Inhabitant;00036300;627480
921;32;KERALA;562;MALAPPURAM;5642;Nilambur;916100;1;Pothukallu;പോത്തുകല്ല്;Inhabitant;;000000
922;32;KERALA;562;MALAPPURAM;5642;Nilambur;627470;1;Pullipadam;പുള്ളിപ്പാടം;Inhabitant;00035200;627470
923;32;KERALA;562;MALAPPURAM;5642;Nilambur;627479;1;Thiruvali;തിരുവാലി;Inhabitant;00036200;627479
924;32;KERALA;562;MALAPPURAM;5642;Nilambur;627485;1;Thuvvur;തുവ്വൂർ;Inhabitant;00036800;627485
925;32;KERALA;562;MALAPPURAM;5642;Nilambur;627475;1;Vazhikkadavu;വഴിക്കടവ്;Inhabitant;00035700;627475
926;32;KERALA;562;MALAPPURAM;5642;Nilambur;627484;1;Vellayur;വെള്ളയൂർ;Inhabitant;00036700;627484
927;32;KERALA;562;MALAPPURAM;5642;Nilambur;627481;1;Wandoor;വണ്ടൂർ;Inhabitant;00036400;627481
928;32;KERALA;562;MALAPPURAM;5643;Perinthalmanna;627503;1;Aliparamba;ആലിപ്പറമ്പ്;Inhabitant;00038700;627503
929;32;KERALA;562;MALAPPURAM;5643;Perinthalmanna;627504;1;Anamangad;ആനമങ്ങാട്;Inhabitant;00038800;627504
930;32;KERALA;562;MALAPPURAM;5643;Perinthalmanna;627498;1;Angadippuram;അങ്ങാടിപ്പുറം;Inhabitant;00038200;627498
931;32;KERALA;562;MALAPPURAM;5643;Perinthalmanna;627501;1;Arakkuparamba;അരക്കുപറമ്പ്;Inhabitant;00038500;627501
932;32;KERALA;562;MALAPPURAM;5643;Perinthalmanna;627489;1;Edappatta;എടപ്പറ്റ;Inhabitant;00037100;627489
933;32;KERALA;562;MALAPPURAM;5643;Perinthalmanna;627505;1;Elamkulam;ഏലംകുളം;Inhabitant;00038900;627505
934;32;KERALA;562;MALAPPURAM;5643;Perinthalmanna;627499;1;Kariavattom;കാര്യവട്ടം;Inhabitant;00038300;627499
935;32;KERALA;562;MALAPPURAM;5643;Perinthalmanna;627491;1;Keezhattur;കീഴാറ്റൂർ;Inhabitant;00037300;627491
936;32;KERALA;562;MALAPPURAM;5643;Perinthalmanna;627510;1;Kodur (CT);കോഡൂർ;Inhabitant;00037800;627510
937;32;KERALA;562;MALAPPURAM;5643;Perinthalmanna;627509;1;Koottilangadi (CT);കൂട്ടിലങ്ങാടി;Inhabitant;00037700;627509
938;32;KERALA;562;MALAPPURAM;5643;Perinthalmanna;627495;1;Kuruva;കുറുവ;Inhabitant;00037900;627495
939;32;KERALA;562;MALAPPURAM;5643;Perinthalmanna;627507;1;Kuruvambalam;കുരുവമ്പലം;Inhabitant;00039100;627507
940;32;KERALA;562;MALAPPURAM;5643;Perinthalmanna;627493;1;Mankada;മങ്കട;Inhabitant;00037500;627493
941;32;KERALA;562;MALAPPURAM;5643;Perinthalmanna;627490;1;Melattur;മേലാറ്റൂർ;Inhabitant;00037200;627490
942;32;KERALA;562;MALAPPURAM;5643;Perinthalmanna;627508;1;Moorkkanad;മൂർക്കനാട്;Inhabitant;00039200;627508
943;32;KERALA;562;MALAPPURAM;5643;Perinthalmanna;627492;1;Nenmini;നെൻമിനി;Inhabitant;00037400;627492
944;32;KERALA;562;MALAPPURAM;5643;Perinthalmanna;913315;1;Pathaikkara;പാതായ്ക്കര;Inhabitant;;000000
945;32;KERALA;562;MALAPPURAM;5643;Perinthalmanna;913314;1;Perinthalmanna;പെരിന്തൽമണ്ണ;Inhabitant;;000000
946;32;KERALA;562;MALAPPURAM;5643;Perinthalmanna;627506;1;Pulamanthole;പുലാമന്തോൾ;Inhabitant;00039000;627506
947;32;KERALA;562;MALAPPURAM;5643;Perinthalmanna;627496;1;Puzhakkattiri;പുഴക്കാട്ടിരി;Inhabitant;00038000;627496
948;32;KERALA;562;MALAPPURAM;5643;Perinthalmanna;627502;1;Thazhekode;താഴെക്കോട്;Inhabitant;00038600;627502
949;32;KERALA;562;MALAPPURAM;5643;Perinthalmanna;627494;1;Vadakkangara;വടക്കാങ്ങര;Inhabitant;00037600;627494
950;32;KERALA;562;MALAPPURAM;5643;Perinthalmanna;627497;1;Valambur;വലമ്പൂർ;Inhabitant;00038100;627497
951;32;KERALA;562;MALAPPURAM;5643;Perinthalmanna;627500;1;Vettathur;വെട്ടത്തൂർ;Inhabitant;00038400;627500
952;32;KERALA;562;MALAPPURAM;5646;Ponnani;627564;1;Alamcode (CT);ആലംകോട്;Inhabitant;00044700;627564
953;32;KERALA;562;MALAPPURAM;5646;Ponnani;627563;1;Edappal (CT);എടപ്പാൾ;Inhabitant;00044200;627563
954;32;KERALA;562;MALAPPURAM;5646;Ponnani;913310;1;Ezhuvathiruthy;ഈഴുവത്തിരുത്തി;Inhabitant;;000000
955;32;KERALA;562;MALAPPURAM;5646;Ponnani;627562;1;Kalady (CT);കാലടി;Inhabitant;00044000;627562
956;32;KERALA;562;MALAPPURAM;5646;Ponnani;627565;1;Marancheri (CT);മാറഞ്ചേരി;Inhabitant;00044300;627565
957;32;KERALA;562;MALAPPURAM;5646;Ponnani;627561;1;Nannamukku;നന്നംമുക്ക്;Inhabitant;00044600;627561
958;32;KERALA;562;MALAPPURAM;5646;Ponnani;627560;1;Perumpadappa;പെരുമ്പടപ്പ്;Inhabitant;00044500;627560
959;32;KERALA;562;MALAPPURAM;5646;Ponnani;913309;1;Ponnani Nagaram;പൊന്നാനി നഗരം;Inhabitant;;000000
960;32;KERALA;562;MALAPPURAM;5646;Ponnani;627557;1;Tavanur;തവനൂർ;Inhabitant;00043900;627557
961;32;KERALA;562;MALAPPURAM;5646;Ponnani;627558;1;Vattamkulam;വട്ടംകുളം;Inhabitant;00044100;627558
962;32;KERALA;562;MALAPPURAM;5646;Ponnani;627559;1;Veliyankode;വെളിയങ്കോട്;Inhabitant;00044400;627559
963;32;KERALA;562;MALAPPURAM;5644;Tirur;627523;1;Ananthavoor;അനന്താവൂർ;Inhabitant;00041100;627523
964;32;KERALA;562;MALAPPURAM;5644;Tirur;627521;1;Athavanad;ആതവനാട്;Inhabitant;00040900;627521
965;32;KERALA;562;MALAPPURAM;5644;Tirur;627531;1;Cheriyamundam (CT);ചെറിയമുണ്ടം;Inhabitant;00040000;627531
966;32;KERALA;562;MALAPPURAM;5644;Tirur;627520;1;Edayoor;എടയൂർ;Inhabitant;00040700;627520
967;32;KERALA;562;MALAPPURAM;5644;Tirur;627538;1;Irimbiliyam (CT);ഇരിമ്പിളിയം;Inhabitant;00042000;627538
968;32;KERALA;562;MALAPPURAM;5644;Tirur;627516;1;Kalpakancheri;കല്പകഞ്ചേരി;Inhabitant;00040200;627516
969;32;KERALA;562;MALAPPURAM;5644;Tirur;627532;3;Kattipparuthi (CT);കാട്ടിപ്പരുത്തി;Inhabitant;00040800;627532
970;32;KERALA;562;MALAPPURAM;5644;Tirur;627527;5;Kottakkal (CT);കോട്ടയ്ക്കൽ;Inhabitant;00040400;627527
971;32;KERALA;562;MALAPPURAM;5644;Tirur;627522;1;Kurumbathur;കുറുമ്പത്തൂർ;Inhabitant;00041000;627522
972;32;KERALA;562;MALAPPURAM;5644;Tirur;627537;1;Kuttippuram (CT);കുറ്റിപ്പുറം;Inhabitant;00041900;627537
973;32;KERALA;562;MALAPPURAM;5644;Tirur;627526;1;Mangalam;മംഗലം;Inhabitant;00041500;627526
974;32;KERALA;562;MALAPPURAM;5644;Tirur;627517;1;Marakkara;മാറാക്കര;Inhabitant;00040300;627517
975;32;KERALA;562;MALAPPURAM;5644;Tirur;627519;1;Melmuri;മേൽമുറി;Inhabitant;00040600;627519
976;32;KERALA;562;MALAPPURAM;5644;Tirur;627536;1;Naduvattom (CT);നടുവട്ടം;Inhabitant;00041800;627536
977;32;KERALA;562;MALAPPURAM;5644;Tirur;627514;1;Niramaruthur;നിറമരുതൂർ;Inhabitant;00039900;627514
978;32;KERALA;562;MALAPPURAM;5644;Tirur;627513;1;Ozhur;ഒഴൂർ;Inhabitant;00039500;627513
979;32;KERALA;562;MALAPPURAM;5644;Tirur;627511;3;Pariyapuram;പരിയാപുരം;Inhabitant;00039300;627511
980;32;KERALA;562;MALAPPURAM;5644;Tirur;627528;1;Perumanna (CT);പെരുമണ്ണ;Inhabitant;00039600;627528
981;32;KERALA;562;MALAPPURAM;5644;Tirur;627518;1;Ponmala;പൊൻമള;Inhabitant;00040500;627518
982;32;KERALA;562;MALAPPURAM;5644;Tirur;627529;1;Ponmundam (CT);പൊന്മുണ്ടം;Inhabitant;00039700;627529
983;32;KERALA;562;MALAPPURAM;5644;Tirur;627525;1;Purathur;പുറത്തൂർ;Inhabitant;00041400;627525
984;32;KERALA;562;MALAPPURAM;5644;Tirur;627533;1;Talakkad (CT);തലക്കാട്;Inhabitant;00041200;627533
985;32;KERALA;562;MALAPPURAM;5644;Tirur;627530;1;Tanalur (CT);താനാളൂർ;Inhabitant;00039800;627530
986;32;KERALA;562;MALAPPURAM;5644;Tirur;627512;3;Tanur;താനൂർ;Inhabitant;00039400;627512
987;32;KERALA;562;MALAPPURAM;5644;Tirur;627535;1;Thirunavaya (CT);തിരുനാവായ;Inhabitant;00041700;627535
988;32;KERALA;562;MALAPPURAM;5644;Tirur;913311;1;Thrikandiyur;തൃക്കണ്ടിയൂർ;Inhabitant;;000000
989;32;KERALA;562;MALAPPURAM;5644;Tirur;913312;1;Tirur;തിരൂർ;Inhabitant;;000000
990;32;KERALA;562;MALAPPURAM;5644;Tirur;627534;1;Triprangode (CT);തൃപ്രങ്ങോട്;Inhabitant;00041600;627534
991;32;KERALA;562;MALAPPURAM;5644;Tirur;627515;1;Valavannur;വളവന്നൂർ;Inhabitant;00040100;627515
992;32;KERALA;562;MALAPPURAM;5644;Tirur;627524;1;Vettom;വെട്ടം;Inhabitant;00041300;627524
993;32;KERALA;562;MALAPPURAM;5645;Tirurangadi;627552;1;Abdu Rahiman Nagar (CT);അബ്ദുറഹിമാൻ നഗർ;Inhabitant;00043000;627552
994;32;KERALA;562;MALAPPURAM;5645;Tirurangadi;627544;3;Ariyallur (CT);അരിയല്ലൂർ;Inhabitant;00042200;627544
995;32;KERALA;562;MALAPPURAM;5645;Tirurangadi;916102;1;Edarikode;എടരിക്കോട്;Inhabitant;;000000
996;32;KERALA;562;MALAPPURAM;5645;Tirurangadi;627547;1;Kannamangalam (CT);കണ്ണമംഗലം;Inhabitant;00042700;627547
997;32;KERALA;562;MALAPPURAM;5645;Tirurangadi;627545;1;Moonniyur (CT);മൂന്നിയൂർ;Inhabitant;00043100;627545
998;32;KERALA;562;MALAPPURAM;5645;Tirurangadi;627555;1;Nannambra (CT);നന്നമ്പ്ര;Inhabitant;00043400;627555
999;32;KERALA;562;MALAPPURAM;5645;Tirurangadi;627554;3;Neduva (CT);നെടുവ;Inhabitant;00043200;627554
1000;32;KERALA;562;MALAPPURAM;5645;Tirurangadi;627549;1;Othukkungal (CT);ഒതുക്കുങ്ങൽ;Inhabitant;00043800;627549
1001;32;KERALA;562;MALAPPURAM;5645;Tirurangadi;627540;3;Parappanangadi;പരപ്പനങ്ങാടി;Inhabitant;00043300;627540
1002;32;KERALA;562;MALAPPURAM;5645;Tirurangadi;627550;1;Parappur (CT);പറപ്പൂർ;Inhabitant;00043700;627550
1003;32;KERALA;562;MALAPPURAM;5645;Tirurangadi;627546;1;Peruvallur (CT);പെരുവള്ളൂർ;Inhabitant;00042600;627546
1004;32;KERALA;562;MALAPPURAM;5645;Tirurangadi;627543;1;Thenhippalam (CT);തേഞ്ഞിപ്പലം;Inhabitant;00042300;627543
1005;32;KERALA;562;MALAPPURAM;5645;Tirurangadi;627556;2;Thennala (CT);തെന്നല;Inhabitant;00043600;627556
1006;32;KERALA;562;MALAPPURAM;5645;Tirurangadi;627553;3;Tirurangadi (CT);തിരൂരങ്ങാടി;Inhabitant;00043500;627553
1007;32;KERALA;562;MALAPPURAM;5645;Tirurangadi;627548;1;Urakam (CT);ഊരകം;Inhabitant;00042800;627548
1008;32;KERALA;562;MALAPPURAM;5645;Tirurangadi;627539;1;Vallikkunnu;വള്ളിക്കുന്ന്;Inhabitant;00042100;627539
1009;32;KERALA;562;MALAPPURAM;5645;Tirurangadi;627551;1;Vengara (CT);വേങ്ങര;Inhabitant;00042900;627551
1010;32;KERALA;563;PALAKKAD;5651;Alathur;627713;1;Alathur (CT);ആലത്തൂർ;Inhabitant;00057900;627713
1011;32;KERALA;563;PALAKKAD;5651;Alathur;627698;1;Erimayur-I;എരിമയൂർ 1;Inhabitant;00057600;627698
1012;32;KERALA;563;PALAKKAD;5651;Alathur;627699;1;Erimayur-II;എരിമയൂർ 2;Inhabitant;00057700;627699
1013;32;KERALA;563;PALAKKAD;5651;Alathur;627704;1;Kannambra-I;കണ്ണമ്പ്ര 1;Inhabitant;00058300;627704
1014;32;KERALA;563;PALAKKAD;5651;Alathur;627705;1;Kannambra-II;കണ്ണമ്പ്ര 2;Inhabitant;00058400;627705
1015;32;KERALA;563;PALAKKAD;5651;Alathur;627701;1;Kavasseri-I;കാവശ്ശേരി  1;Inhabitant;00058000;627701
1016;32;KERALA;563;PALAKKAD;5651;Alathur;627702;1;Kavasseri-II;കാവശ്ശേരി 2;Inhabitant;00058100;627702
1017;32;KERALA;563;PALAKKAD;5651;Alathur;627712;1;Kizhakkencheri-I;കിഴക്കഞ്ചേരി 1;Inhabitant;00059100;627712
1018;32;KERALA;563;PALAKKAD;5651;Alathur;627711;1;Kizhakkencheri-II;കിഴക്കഞ്ചേരി 2;Inhabitant;00059000;627711
1019;32;KERALA;563;PALAKKAD;5651;Alathur;627686;1;Kottayi-I;കോട്ടായി 1;Inhabitant;00056400;627686
1020;32;KERALA;563;PALAKKAD;5651;Alathur;627687;1;Kottayi-II;കോട്ടായി 2;Inhabitant;00056500;627687
1021;32;KERALA;563;PALAKKAD;5651;Alathur;627694;1;Kuthannur-I;കുത്തന്നൂർ 1;Inhabitant;00057200;627694
1022;32;KERALA;563;PALAKKAD;5651;Alathur;627695;1;Kuthannur-II;കുത്തന്നൂർ 2;Inhabitant;00057300;627695
1023;32;KERALA;563;PALAKKAD;5651;Alathur;627693;1;Kuzhalmannam-I;കുഴൽമന്ദം 1;Inhabitant;00057100;627693
1024;32;KERALA;563;PALAKKAD;5651;Alathur;627690;1;Kuzhalmannam-II;കുഴൽമന്ദം  2;Inhabitant;00056800;627690
1025;32;KERALA;563;PALAKKAD;5651;Alathur;627710;1;Mangalam Dam;മംഗലം ഡാം;Inhabitant;00058900;627710
1026;32;KERALA;563;PALAKKAD;5651;Alathur;627688;1;Mathur -I;മാത്തുർ 1;Inhabitant;00056600;627688
1027;32;KERALA;563;PALAKKAD;5651;Alathur;627689;1;Mathur -II;മാത്തുർ 2;Inhabitant;00056700;627689
1028;32;KERALA;563;PALAKKAD;5651;Alathur;627700;1;Melarcode;മേലാർകോട്;Inhabitant;00057800;627700
1029;32;KERALA;563;PALAKKAD;5651;Alathur;627685;1;Peringottukurissi-I;പെരിങ്ങോട്ടുകുറിശ്ശി 1;Inhabitant;00056300;627685
1030;32;KERALA;563;PALAKKAD;5651;Alathur;627684;1;Peringottukurissi-II;പെരിങ്ങോട്ടുകുറിശ്ശി 2;Inhabitant;00056200;627684
1031;32;KERALA;563;PALAKKAD;5651;Alathur;627703;1;Puducode;പുതുക്കോട്;Inhabitant;00058200;627703
1032;32;KERALA;563;PALAKKAD;5651;Alathur;627696;1;Tarur-I;തരൂർ 1;Inhabitant;00057400;627696
1033;32;KERALA;563;PALAKKAD;5651;Alathur;627697;1;Tarur-II;തരൂർ 2;Inhabitant;00057500;627697
1034;32;KERALA;563;PALAKKAD;5651;Alathur;627691;1;Thenkurissi-I;തെങ്കുറിശ്ശി 1;Inhabitant;00056900;627691
1035;32;KERALA;563;PALAKKAD;5651;Alathur;627692;1;Thenkurissi-II;തെങ്കുറിശ്ശി 2;Inhabitant;00057000;627692
1036;32;KERALA;563;PALAKKAD;5651;Alathur;627706;1;Vadakkancheri-I;വടക്കഞ്ചേരി 1;Inhabitant;00058500;627706
1037;32;KERALA;563;PALAKKAD;5651;Alathur;627707;1;Vadakkancheri-II;വടക്കഞ്ചേരി 2;Inhabitant;00058600;627707
1038;32;KERALA;563;PALAKKAD;5651;Alathur;627709;1;Vandazhi-I;വണ്ടാഴി 1;Inhabitant;00058800;627709
1039;32;KERALA;563;PALAKKAD;5651;Alathur;627708;1;Vandazhi-II;വണ്ടാഴി 2;Inhabitant;00058700;627708
1040;32;KERALA;563;PALAKKAD;5650;Chittur;627673;1;Ayiloor;അയിലൂർ;Inhabitant;00055300;627673
1041;32;KERALA;563;PALAKKAD;5650;Chittur;627656;1;Chittur (Part);ചിറ്റൂൂർ;Inhabitant;00053600;627656
1042;32;KERALA;563;PALAKKAD;5650;Chittur;627677;1;Elavancherry;എലവഞ്ചേരി;Inhabitant;00055700;627677
1043;32;KERALA;563;PALAKKAD;5650;Chittur;627662;1;Eruthempathy;എരുത്തേമ്പതി;Inhabitant;00054200;627662
1044;32;KERALA;563;PALAKKAD;5650;Chittur;627674;1;Kairady;കയറാടി;Inhabitant;00055400;627674
1045;32;KERALA;563;PALAKKAD;5650;Chittur;627682;2;Koduvayur 1;കൊടുവായൂർ 1;Inhabitant;40605000;627682
1046;32;KERALA;563;PALAKKAD;5650;Chittur;627654;1;Koduvayur-II;കൊടുവായൂർ 2;Inhabitant;00053400;627654
1047;32;KERALA;563;PALAKKAD;5650;Chittur;627679;1;Kollengode-I;കൊല്ലങ്കോട് 1;Inhabitant;00055900;627679
1048;32;KERALA;563;PALAKKAD;5650;Chittur;627678;1;Kollengode-II;കൊല്ലങ്കോട് 2;Inhabitant;00055800;627678
1049;32;KERALA;563;PALAKKAD;5650;Chittur;627659;1;Kozhinjampara;കൊഴിഞ്ഞാമ്പാറ;Inhabitant;00053900;627659
1050;32;KERALA;563;PALAKKAD;5650;Chittur;627663;1;Kozhipathy;കോഴിപ്പതി;Inhabitant;00054300;627663
1051;32;KERALA;563;PALAKKAD;5650;Chittur;627665;1;Moolathara;മൂലത്തറ;Inhabitant;00054500;627665
1052;32;KERALA;563;PALAKKAD;5650;Chittur;627680;1;Muthalamada-I;മുതലമട 1;Inhabitant;00056000;627680
1053;32;KERALA;563;PALAKKAD;5650;Chittur;627681;1;Muthalamada-II;മുതലമട 2;Inhabitant;00056100;627681
1054;32;KERALA;563;PALAKKAD;5650;Chittur;627658;1;Nalleppilly;നല്ലേപ്പിള്ളി;Inhabitant;00053800;627658
1055;32;KERALA;563;PALAKKAD;5650;Chittur;627676;1;Nelliyampathy;നെല്ലായാമ്പതി;Inhabitant;00055600;627676
1056;32;KERALA;563;PALAKKAD;5650;Chittur;627672;1;Nemmara;നെന്മാറ;Inhabitant;00055200;627672
1057;32;KERALA;563;PALAKKAD;5650;Chittur;627661;1;Ozhalapathy;ഒഴലപ്പതി;Inhabitant;00054100;627661
1058;32;KERALA;563;PALAKKAD;5650;Chittur;627670;1;Pallassana;പല്ലശ്ശന;Inhabitant;00055000;627670
1059;32;KERALA;563;PALAKKAD;5650;Chittur;627668;1;Pattanchery;പട്ടഞ്ചേരി;Inhabitant;00054800;627668
1060;32;KERALA;563;PALAKKAD;5650;Chittur;627666;1;Perumatty;പെരുമാട്ടി;Inhabitant;00054600;627666
1061;32;KERALA;563;PALAKKAD;5650;Chittur;627683;1;Puthunagaram (CT);പുതുനഗരം;Inhabitant;40604000;627683
1062;32;KERALA;563;PALAKKAD;5650;Chittur;627655;1;Thathamangalam (Part);തത്തമംഗലം;Inhabitant;00053500;627655
1063;32;KERALA;563;PALAKKAD;5650;Chittur;627657;1;Thekkedesom;തെക്കേദേശം;Inhabitant;00053700;627657
1064;32;KERALA;563;PALAKKAD;5650;Chittur;627675;1;Thiruvazhiyad;തിരുവഴിയാട്;Inhabitant;00055500;627675
1065;32;KERALA;563;PALAKKAD;5650;Chittur;627660;1;Vadakarapathy;വടകരപ്പതി;Inhabitant;00054000;627660
1066;32;KERALA;563;PALAKKAD;5650;Chittur;627669;1;Vadavannur;വടവന്നൂർ;Inhabitant;00054900;627669
1067;32;KERALA;563;PALAKKAD;5650;Chittur;627664;1;Valiyavallampathy;വലിയവള്ളംപതി;Inhabitant;00054400;627664
1068;32;KERALA;563;PALAKKAD;5650;Chittur;627671;1;Vallanghy;വല്ലങ്ങി;Inhabitant;00055100;627671
1069;32;KERALA;563;PALAKKAD;5650;Chittur;627667;1;Vandithavalam;വണ്ടിത്താവളം;Inhabitant;00054700;627667
1070;32;KERALA;563;PALAKKAD;5648;Mannarkad;627611;1;Agali;അഗളി;Inhabitant;00049400;627611
1071;32;KERALA;563;PALAKKAD;5648;Mannarkad;627603;1;Alanallur-I;അലനല്ലൂർ - I;Inhabitant;00048500;627603
1072;32;KERALA;563;PALAKKAD;5648;Mannarkad;627604;1;Alanallur-II;അലനല്ലൂർ - II;Inhabitant;00048600;627604
1073;32;KERALA;563;PALAKKAD;5648;Mannarkad;627605;1;Alanallur-III;അലനല്ലൂർ - III;Inhabitant;00048700;627605
1074;32;KERALA;563;PALAKKAD;5648;Mannarkad;627614;1;Kallamala;കള്ളമല;Inhabitant;00049700;627614
