S.No.;State Code;State Name (In English);District Code;District Name (In English);Sub-District Code;Sub-District Name (In English);Village Code;Village Version;Village Name (In Englsih);Village Name (In Local);Village Status;Census 2001 Code;Census 2011 Code
407;32;KERALA;557;KANNUR;5634;Thalassery;627288;3;Panoor (CT);പാനൂർ;Inhabitant;40244000;627288
408;32;KERALA;557;KANNUR;5634;Thalassery;627275;1;Pathiriyad (CT);പാതിരിയാട്;Inhabitant;40232000;627275
409;32;KERALA;557;KANNUR;5634;Thalassery;627250;1;Pattannur;പട്ടാന്നൂർ;Inhabitant;00016100;627250
410;32;KERALA;557;KANNUR;5634;Thalassery;627285;1;Pattiom (CT);പാട്യം;Inhabitant;40236000;627285
411;32;KERALA;557;KANNUR;5634;Thalassery;916090;3;Peringalam;പെരിങ്ങളം;Inhabitant;;000000
412;32;KERALA;557;KANNUR;5634;Thalassery;627292;2;Peringathur (CT);പെരിങ്ങത്തൂർ;Inhabitant;40245000;627292
413;32;KERALA;557;KANNUR;5634;Thalassery;627281;1;Pinarayi (CT);പിണറായി;Inhabitant;40233000;627281
414;32;KERALA;557;KANNUR;5634;Thalassery;627270;1;Puthoor;പുത്തൂർ;Inhabitant;00018800;627270
415;32;KERALA;557;KANNUR;5634;Thalassery;627268;1;Sivapuram;ശിവപുരം;Inhabitant;00018100;627268
416;32;KERALA;557;KANNUR;5634;Thalassery;913032;1;Thalassery;തലശ്ശേരി;Inhabitant;;000000
417;32;KERALA;557;KANNUR;5634;Thalassery;913031;1;Thiruvangad;തിരുവങ്ങാട്;Inhabitant;;000000
418;32;KERALA;557;KANNUR;5634;Thalassery;627263;1;Tholambra;തോലമ്പ്ര;Inhabitant;00017600;627263
419;32;KERALA;557;KANNUR;5634;Thalassery;627271;1;Thrippangottur;തൃപ്രങ്ങോട്ടൂർ;Inhabitant;00019000;627271
420;32;KERALA;557;KANNUR;5634;Thalassery;627265;1;Vekkalam;വേക്കളം;Inhabitant;00017800;627265
421;32;KERALA;558;KASARAGOD;5631;Hosdurg;627169;1;Ajanur (CT);അജാനൂർ;Inhabitant;00009700;627169
422;32;KERALA;558;KASARAGOD;5631;Hosdurg;627153;1;Ambalathara;അമ്പലത്തറ;Inhabitant;00009600;627153
423;32;KERALA;558;KASARAGOD;5631;Hosdurg;913019;1;Balla;ബല്ല;Inhabitant;;000000
424;32;KERALA;558;KASARAGOD;5631;Hosdurg;627165;1;Bare (CT);ബാര;Inhabitant;00007600;627165
425;32;KERALA;558;KASARAGOD;5631;Hosdurg;627158;1;Cheemeni;ചീമേനി;Inhabitant;00010200;627158
426;32;KERALA;558;KASARAGOD;5631;Hosdurg;627176;1;Cheruvathur (OG);ചെറുവത്തൂർ;Inhabitant;40107000;627176
427;32;KERALA;558;KASARAGOD;5631;Hosdurg;627138;1;Chithari;ചിത്താരി;Inhabitant;00008100;627138
428;32;KERALA;558;KASARAGOD;5631;Hosdurg;913020;1;Hosdurg;ഹോസ്ദുർഗ്;Inhabitant;;000000
429;32;KERALA;558;KASARAGOD;5631;Hosdurg;913021;1;Kanhangad;കാഞ്ഞങ്ങാട്;Inhabitant;;000000
430;32;KERALA;558;KASARAGOD;5631;Hosdurg;627159;1;Kayyur;കയ്യൂർ;Inhabitant;00010300;627159
431;32;KERALA;558;KASARAGOD;5631;Hosdurg;627168;1;Keekan (CT);കീക്കാൻ;Inhabitant;00008000;627168
432;32;KERALA;558;KASARAGOD;5631;Hosdurg;627160;1;Kilayikode;ക്ളായിക്കോട്;Inhabitant;00010400;627160
433;32;KERALA;558;KASARAGOD;5631;Hosdurg;627162;1;Kodakkad;കൊടക്കാട്;Inhabitant;00010600;627162
434;32;KERALA;558;KASARAGOD;5631;Hosdurg;627154;1;Madikai;മടിക്കൈ;Inhabitant;00009800;627154
435;32;KERALA;558;KASARAGOD;5631;Hosdurg;627172;1;Maniyat (CT);മണിയാട്ട്;Inhabitant;00010800;627172
436;32;KERALA;558;KASARAGOD;5631;Hosdurg;627175;1;Nileshwar (OG);നീലേശ്വരം;Inhabitant;40107000;627175
437;32;KERALA;558;KASARAGOD;5631;Hosdurg;627173;1;North Thrikkaripur (CT);വടക്കേ തൃക്കരിപ്പൂർ;Inhabitant;00011100;627173
438;32;KERALA;558;KASARAGOD;5631;Hosdurg;627163;1;Padne;പടന്ന;Inhabitant;00010900;627163
439;32;KERALA;558;KASARAGOD;5631;Hosdurg;627167;1;Pallikkara (CT);പള്ളിക്കര;Inhabitant;00007900;627167
440;32;KERALA;558;KASARAGOD;5631;Hosdurg;627136;1;Pallikkara II;പള്ളിക്കര II;Inhabitant;00007700;627136
441;32;KERALA;558;KASARAGOD;5631;Hosdurg;627137;1;Panayal;പനയാൽ;Inhabitant;00007800;627137
442;32;KERALA;558;KASARAGOD;5631;Hosdurg;627139;1;Periya;പെരിയ;Inhabitant;00008200;627139
443;32;KERALA;558;KASARAGOD;5631;Hosdurg;627170;1;Perole (CT);പേരോൽ;Inhabitant;40107000;627170
444;32;KERALA;558;KASARAGOD;5631;Hosdurg;627171;1;Pilicode (CT);പിലിക്കോട്;Inhabitant;00010700;627171
445;32;KERALA;558;KASARAGOD;5631;Hosdurg;913023;1;Pudukai;പുതുക്കൈ;Inhabitant;;000000
446;32;KERALA;558;KASARAGOD;5631;Hosdurg;627140;1;Pullur;പുല്ലൂർ;Inhabitant;00008300;627140
447;32;KERALA;558;KASARAGOD;5631;Hosdurg;627174;2;South Thrikkaripur (CT);തെക്കേ തൃക്കരിപ്പൂർ;Inhabitant;00011200;627174
448;32;KERALA;558;KASARAGOD;5631;Hosdurg;627161;1;Thimiri;തിമിരി;Inhabitant;00010500;627161
449;32;KERALA;558;KASARAGOD;5631;Hosdurg;627164;1;Udinoor;ഉദിനൂർ;Inhabitant;00011000;627164
450;32;KERALA;558;KASARAGOD;5631;Hosdurg;627166;1;Udma (CT);ഉദുമ;Inhabitant;40106000;627166
451;32;KERALA;558;KASARAGOD;5631;Hosdurg;916088;1;Valiyaparmbu;വലിയ പറമ്പ്;Inhabitant;;000000
452;32;KERALA;558;KASARAGOD;5630;Kasaragod;627110;1;Adhur;ആദുർ;Inhabitant;00006500;627110
453;32;KERALA;558;KASARAGOD;5630;Kasaragod;913022;1;Adkath Bail;അടുക്കത്ത്ബയൽ;Inhabitant;;000000
454;32;KERALA;558;KASARAGOD;5630;Kasaragod;627119;1;Adoor;അഡൂർ;Inhabitant;00007400;627119
455;32;KERALA;558;KASARAGOD;5630;Kasaragod;627088;1;Badiyadka;ബദിയടുക്ക;Inhabitant;00003600;627088
456;32;KERALA;558;KASARAGOD;5630;Kasaragod;627118;1;Bandadka;ബന്ദടുക്ക;Inhabitant;00007300;627118
457;32;KERALA;558;KASARAGOD;5630;Kasaragod;627114;1;Bedadka;ബേഡഡൂക്ക;Inhabitant;00006900;627114
458;32;KERALA;558;KASARAGOD;5630;Kasaragod;627090;1;Bela;ബേള;Inhabitant;00003800;627090
459;32;KERALA;558;KASARAGOD;5630;Kasaragod;627109;1;Bellur;ബേളൂർ;Inhabitant;00006400;627109
460;32;KERALA;558;KASARAGOD;5630;Kasaragod;627135;1;Chemnad (CT);ചെമ്മനാട്;Inhabitant;00005400;627135
461;32;KERALA;558;KASARAGOD;5630;Kasaragod;627134;1;Chengala (CT);ചെങ്കള;Inhabitant;00005800;627134
462;32;KERALA;558;KASARAGOD;5630;Kasaragod;627120;1;Delampady;ദേലംപാടി;Inhabitant;00007500;627120
463;32;KERALA;558;KASARAGOD;5630;Kasaragod;627100;1;Kalnad;കളനാട്;Inhabitant;00005300;627100
464;32;KERALA;558;KASARAGOD;5630;Kasaragod;627111;1;Karadka;കാറടുക്ക;Inhabitant;00006600;627111
465;32;KERALA;558;KASARAGOD;5630;Kasaragod;627117;1;Karivedakam;കരിവേടകം;Inhabitant;00007200;627117
466;32;KERALA;558;KASARAGOD;5630;Kasaragod;913024;1;Kasaragod;കാസർഗോഡ്;Inhabitant;;000000
467;32;KERALA;558;KASARAGOD;5630;Kasaragod;627113;1;Kolathur;കൊളത്തൂർ;Inhabitant;00006800;627113
468;32;KERALA;558;KASARAGOD;5630;Kasaragod;627133;1;Kudlu (CT);കുഡ്‍ലു;Inhabitant;40104000;627133
469;32;KERALA;558;KASARAGOD;5630;Kasaragod;627107;1;Kumbadaje;കുംബഡാജെ;Inhabitant;00006200;627107
470;32;KERALA;558;KASARAGOD;5630;Kasaragod;627116;1;Kuttikole;കുറ്റിക്കോൽ;Inhabitant;00007100;627116
471;32;KERALA;558;KASARAGOD;5630;Kasaragod;627132;1;Madhur (CT);മധൂർ;Inhabitant;00005100;627132
472;32;KERALA;558;KASARAGOD;5630;Kasaragod;627112;1;Muliyar;മുളിയാർ;Inhabitant;00006700;627112
473;32;KERALA;558;KASARAGOD;5630;Kasaragod;627115;1;Munnad;മുന്നാട്;Inhabitant;00007000;627115
474;32;KERALA;558;KASARAGOD;5630;Kasaragod;627103;1;Muttathody;മുട്ടത്തോടി;Inhabitant;00005700;627103
475;32;KERALA;558;KASARAGOD;5630;Kasaragod;627105;1;Nekraje;നെക്രാജെ;Inhabitant;00006000;627105
476;32;KERALA;558;KASARAGOD;5630;Kasaragod;627108;1;Nettanige;നെട്ടണിഗെ;Inhabitant;00006300;627108
477;32;KERALA;558;KASARAGOD;5630;Kasaragod;627089;1;Nirchal;നീർച്ചാൽ;Inhabitant;00003700;627089
478;32;KERALA;558;KASARAGOD;5630;Kasaragod;627104;1;Pady;പാടി;Inhabitant;00005900;627104
479;32;KERALA;558;KASARAGOD;5630;Kasaragod;627099;1;Patla;പട്ള;Inhabitant;00005200;627099
480;32;KERALA;558;KASARAGOD;5630;Kasaragod;627101;1;Perumbala;പെരുമ്പള;Inhabitant;00005500;627101
481;32;KERALA;558;KASARAGOD;5630;Kasaragod;627130;1;Puthur (CT);പുത്തൂർ;Inhabitant;00004900;627130
482;32;KERALA;558;KASARAGOD;5630;Kasaragod;627131;1;Shiribagilu (CT);ഷിരിബാഗിലു;Inhabitant;00005000;627131
483;32;KERALA;558;KASARAGOD;5630;Kasaragod;913025;1;Thalangara;തളങ്കര;Inhabitant;;000000
484;32;KERALA;558;KASARAGOD;5630;Kasaragod;627102;1;Thekkil;തെക്കിൽ;Inhabitant;00005600;627102
485;32;KERALA;558;KASARAGOD;5630;Kasaragod;627106;1;Ubrangala;ഉബ്രംഗള;Inhabitant;00006100;627106
486;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627082;2;Angadimogaru;അംഗടിമൊഗറു;Inhabitant;00003000;627082
487;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627097;2;Arikady;അരിക്കാടി;Inhabitant;00004500;627097
488;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627069;2;Badaje;ബാഡജെ;Inhabitant;00001400;627069
489;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627081;2;Badoor;ബാഡൂർ;Inhabitant;00002900;627081
490;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627124;2;Bangra Manjeshwar (CT);ബങ്കര മഞ്ചേശ്വരം;Inhabitant;40103000;627124
491;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627080;2;Bayar;ബയാർ;Inhabitant;00002800;627080
492;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627075;2;Bekoor;ബേക്കൂർ;Inhabitant;00002300;627075
493;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627096;2;Bombrana;ബംബ്രാണ;Inhabitant;00004400;627096
494;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627079;2;Chippar;ചിപ്പാർ;Inhabitant;00002700;627079
495;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627092;2;Edanad;എടനാട്;Inhabitant;00004000;627092
496;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627085;2;Enmakaje;എൻമകജെ;Inhabitant;00003300;627085
497;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627073;2;Heroor;ഹേറൂർ;Inhabitant;00002100;627073
498;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627123;2;Hosabettu (CT);ഹോസബെട്ടു;Inhabitant;40102000;627123
499;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627098;2;Ichilampady;ഇച്ചിലംപാടി;Inhabitant;00004600;627098
500;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627072;2;Ichilangod;ഇച്ചിലംകോട്;Inhabitant;00002000;627072
501;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627065;2;Kadambar;കടമ്പാർ;Inhabitant;00001000;627065
502;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627062;2;Kaliyoor;കളിയൂർ;Inhabitant;00000700;627062
503;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627093;2;Kannur;കണ്ണൂർ;Inhabitant;00004100;627093
504;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627086;2;Kattukukke;കാട്ടുകുക്കേ;Inhabitant;00003400;627086
505;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627076;2;Kayyar;കയ്യാർ;Inhabitant;00002400;627076
506;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627094;2;Kidoor;കിദൂർ;Inhabitant;00004200;627094
507;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627060;2;Kodalamogaru;കൊടലമൊഗറു;Inhabitant;00000500;627060
508;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627071;2;Kodibail;കോഡിബയൽ;Inhabitant;00001700;627071
509;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627128;2;Koipady (CT);കോയിപ്പാടി;Inhabitant;00004700;627128
510;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627061;2;Koliyoor;കോളിയൂർ;Inhabitant;00000600;627061
511;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627074;2;Kubanoor;കുബണൂർ;Inhabitant;00002200;627074
512;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627077;2;Kudalmarkala;കുടാൽമേർക്കള;Inhabitant;00002500;627077
513;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627067;2;Kuloor;കുളൂർ;Inhabitant;00001200;627067
514;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627121;2;Kunjathur (CT);കുഞ്ചത്തൂർ;Inhabitant;00000100;627121
515;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627068;2;Majibail;മജിബയൽ;Inhabitant;00001300;627068
516;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627126;2;Mangalpady (CT);മംഗൽപാടി;Inhabitant;00001800;627126
517;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627064;2;Meenja;മീഞ്ച;Inhabitant;00000900;627064
518;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627129;2;Mogral (CT);മൊഗ്രാൽ;Inhabitant;00004800;627129
519;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627066;2;Moodambail;മൂടംബയിൽ;Inhabitant;00001100;627066
520;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627083;2;Mugu;മുഗു;Inhabitant;00003100;627083
521;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627070;2;Mulinja;മുളിഞ്ച;Inhabitant;00001600;627070
522;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627087;2;Padre;പഡ്രെ;Inhabitant;00003500;627087
523;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627078;2;Paivalike;പൈവളികെ;Inhabitant;00002600;627078
524;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627059;2;Pathur;പാത്തൂർ;Inhabitant;00000400;627059
525;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627057;2;Pavoor;പാവൂർ;Inhabitant;00000200;627057
526;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627091;2;Puthige;പുത്തിഗെ;Inhabitant;00003900;627091
527;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627084;3;Sheni;ഷേണി;Inhabitant;00003200;627084
528;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627127;2;Shiriya (CT);ഷിറിയ;Inhabitant;00001900;627127
529;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627063;2;Talikala;തലേക്കള;Inhabitant;00000800;627063
530;32;KERALA;558;KASARAGOD;5932;Manjeswaram;913026;1;Udyawar;ഉദ്യവാർ;Inhabitant;;000000
531;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627095;2;Ujarulvar;ഉജാറുൾവാർ;Inhabitant;00004300;627095
532;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627125;2;Uppala (CT);ഉപ്പള;Inhabitant;00001500;627125
533;32;KERALA;558;KASARAGOD;5932;Manjeswaram;627058;2;Vorkady;വോർക്കാടി;Inhabitant;00000300;627058
534;32;KERALA;558;KASARAGOD;5933;Vellarikkundu;627145;2;Balal;ബളാൽ;Inhabitant;00008800;627145
535;32;KERALA;558;KASARAGOD;5933;Vellarikkundu;627141;3;Belur;ബേളൂർ;Inhabitant;00008400;627141
536;32;KERALA;558;KASARAGOD;5933;Vellarikkundu;627150;2;Bheemanady;ഭീമനടി;Inhabitant;00009300;627150
537;32;KERALA;558;KASARAGOD;5933;Vellarikkundu;627157;2;Cheemeni II;ചീമേനി II;Inhabitant;00010100;627157
538;32;KERALA;558;KASARAGOD;5933;Vellarikkundu;627149;2;Chittarikkal;ചിറ്റാരിക്കൽ;Inhabitant;00009200;627149
539;32;KERALA;558;KASARAGOD;5933;Vellarikkundu;627143;2;Kallar;കള്ളാർ;Inhabitant;00008600;627143
540;32;KERALA;558;KASARAGOD;5933;Vellarikkundu;627156;2;Karindalam;കരിന്തളം;Inhabitant;00010000;627156
541;32;KERALA;558;KASARAGOD;5933;Vellarikkundu;627155;2;Kinanoor;കിനാനൂർ;Inhabitant;00009900;627155
542;32;KERALA;558;KASARAGOD;5933;Vellarikkundu;627142;2;Kodom;കോടോം;Inhabitant;00008500;627142
543;32;KERALA;558;KASARAGOD;5933;Vellarikkundu;627146;2;Maloth;മാലോത്ത്;Inhabitant;00008900;627146
544;32;KERALA;558;KASARAGOD;5933;Vellarikkundu;627148;2;Palavayal;പാലാവയൽ;Inhabitant;00009100;627148
545;32;KERALA;558;KASARAGOD;5933;Vellarikkundu;627144;2;Panathady;പനത്തടി;Inhabitant;00008700;627144
546;32;KERALA;558;KASARAGOD;5933;Vellarikkundu;627151;2;Parappa;പരപ്പ;Inhabitant;00009400;627151
547;32;KERALA;558;KASARAGOD;5933;Vellarikkundu;627152;2;Thayanur;തായന്നൂർ;Inhabitant;00009500;627152
548;32;KERALA;558;KASARAGOD;5933;Vellarikkundu;627147;2;West Eleri;വെസ്റ്റ് എളേരി;Inhabitant;00009000;627147
549;32;KERALA;559;KOLLAM;5684;Karunagappally;628365;1;Adinad (CT);ആദിനാട്;Inhabitant;00118800;628365
550;32;KERALA;559;KOLLAM;5684;Karunagappally;628357;1;Alappad;ആലപ്പാട്;Inhabitant;00118100;628357
551;32;KERALA;559;KOLLAM;5684;Karunagappally;628369;3;Ayanivelikulangara (CT);അയണിവേലിക്കുളങ്ങര;Inhabitant;00119200;628369
552;32;KERALA;559;KOLLAM;5684;Karunagappally;628372;1;Chavara (CT);ചവറ;Inhabitant;00119500;628372
553;32;KERALA;559;KOLLAM;5684;Karunagappally;628358;1;Clappana;ക്ലാപ്പന;Inhabitant;00118200;628358
554;32;KERALA;559;KOLLAM;5684;Karunagappally;628367;1;Kallelibhagom (CT);കല്ലേലിഭാഗം;Inhabitant;00119000;628367
555;32;KERALA;559;KOLLAM;5684;Karunagappally;628368;3;Karunagappally (CT);കരുനാഗപ്പള്ളി;Inhabitant;00118900;628368
556;32;KERALA;559;KOLLAM;5684;Karunagappally;628364;1;Kulasekharapuram (CT);കുലശേഖരപുരം;Inhabitant;00118400;628364
557;32;KERALA;559;KOLLAM;5684;Karunagappally;628373;1;Neendakara (OG);നീണ്ടകര;Inhabitant;;628373
558;32;KERALA;559;KOLLAM;5684;Karunagappally;628363;1;Oachira (CT);ഓച്ചിറ;Inhabitant;00118300;628363
559;32;KERALA;559;KOLLAM;5684;Karunagappally;628371;1;Panmana (CT);പന്മന;Inhabitant;00119300;628371
560;32;KERALA;559;KOLLAM;5684;Karunagappally;628360;1;Pavumba;പാവുമ്പ;Inhabitant;00118600;628360
561;32;KERALA;559;KOLLAM;5684;Karunagappally;628359;1;Thazhava;തഴവ;Inhabitant;00118500;628359
562;32;KERALA;559;KOLLAM;5684;Karunagappally;628362;1;Thekkumbhagom;തെക്കുംഭാഗം;Inhabitant;00119600;628362
563;32;KERALA;559;KOLLAM;5684;Karunagappally;628361;1;Thevalakkara;തേവലക്കര;Inhabitant;00119400;628361
564;32;KERALA;559;KOLLAM;5684;Karunagappally;628366;1;Thodiyoor (CT);തൊടിയൂർ;Inhabitant;00118700;628366
565;32;KERALA;559;KOLLAM;5684;Karunagappally;628370;1;Vadakkumthala (CT);വടക്കുംതല;Inhabitant;00119100;628370
566;32;KERALA;559;KOLLAM;5688;Kollam;628447;1;Adichanalloor (CT);ആദിച്ചനല്ലൂൂർ;Inhabitant;00126700;628447
567;32;KERALA;559;KOLLAM;5688;Kollam;628435;1;Chirakkara;ചിറക്കര;Inhabitant;00126900;628435
568;32;KERALA;559;KOLLAM;5688;Kollam;628442;1;Elampalloor (CT);ഇളമ്പള്ളൂർ;Inhabitant;00126000;628442
569;32;KERALA;559;KOLLAM;5688;Kollam;628374;1;Eravipuram (OG) (Part);ഇരവിപുരം;Inhabitant;41302000;628374
570;32;KERALA;559;KOLLAM;5688;Kollam;628438;1;Kalluvathukkal;കല്ലുവാതുക്കൽ;Inhabitant;00127300;628438
571;32;KERALA;559;KOLLAM;5688;Kollam;913477;1;Kilikollur;കിളികൊല്ലൂർ;Inhabitant;;000000
572;32;KERALA;559;KOLLAM;5688;Kollam;628432;1;Kizhakkekallada;കിഴക്കേ കല്ലട;Inhabitant;00125500;628432
573;32;KERALA;559;KOLLAM;5688;Kollam;913829;1;Kollam East;കൊല്ലം (ഈസ്റ്റ്);Inhabitant;;000000
574;32;KERALA;559;KOLLAM;5688;Kollam;913830;1;Kollam West;കൊല്ലം (വെസ്റ്റ്);Inhabitant;;000000
575;32;KERALA;559;KOLLAM;5688;Kollam;628444;1;Kottamkara (CT);കൊറ്റങ്കര;Inhabitant;00126100;628444
576;32;KERALA;559;KOLLAM;5688;Kollam;913836;1;Kottappuram;കോട്ടപ്പുുറം;Inhabitant;;000000
577;32;KERALA;559;KOLLAM;5688;Kollam;913833;1;Mangad;മങ്ങാട്;Inhabitant;;000000
578;32;KERALA;559;KOLLAM;5688;Kollam;628449;1;Mayyanad (CT);മയ്യനാട്;Inhabitant;00126600;628449
579;32;KERALA;559;KOLLAM;5688;Kollam;628450;1;Meenad (CT);മീനാട്;Inhabitant;00126800;628450
580;32;KERALA;559;KOLLAM;5688;Kollam;628433;2;Mulavana;മുളവന;Inhabitant;00125600;628433
581;32;KERALA;559;KOLLAM;5688;Kollam;913835;1;Mundackal;മുണ്ടയ്ക്കൽ;Inhabitant;;000000
582;32;KERALA;559;KOLLAM;5688;Kollam;628431;1;Mundrothuruth;മൺറോത്തുരുത്ത്;Inhabitant;00125400;628431
583;32;KERALA;559;KOLLAM;5688;Kollam;628443;1;Nedumpana (CT);നെടുമ്പന;Inhabitant;00126200;628443
584;32;KERALA;559;KOLLAM;5688;Kollam;628434;1;Pallimon;പള്ളിമൺ;Inhabitant;00126300;628434
585;32;KERALA;559;KOLLAM;5688;Kollam;628440;1;Panayam (CT);പനയം;Inhabitant;00125800;628440
586;32;KERALA;559;KOLLAM;5688;Kollam;628436;1;Paravoor (Part);പരവൂർ;Inhabitant;00127000;628436
587;32;KERALA;559;KOLLAM;5688;Kollam;628437;1;Parippally;പാരിപ്പള്ളി;Inhabitant;00127200;628437
588;32;KERALA;559;KOLLAM;5688;Kollam;916072;1;Perayam;പേരയം;Inhabitant;;000000
589;32;KERALA;559;KOLLAM;5688;Kollam;628441;1;Perinad (CT);പെരിനാട്;Inhabitant;00125700;628441
590;32;KERALA;559;KOLLAM;5688;Kollam;628451;1;Poothakkulam (CT);പൂതക്കുളം;Inhabitant;00127100;628451
591;32;KERALA;559;KOLLAM;5688;Kollam;913832;1;Sakthikulangara;ശക്തികുളങ്ങര;Inhabitant;;000000
592;32;KERALA;559;KOLLAM;5688;Kollam;628448;1;Thazhuthala (CT);തഴുത്തല;Inhabitant;00126500;628448
593;32;KERALA;559;KOLLAM;5688;Kollam;628445;3;Thrikkadavoor (CT);തൃക്കടവൂർ;Inhabitant;00125900;628445
594;32;KERALA;559;KOLLAM;5688;Kollam;628439;1;Thrikkaruva (CT);തൃക്കരുവ;Inhabitant;00125300;628439
595;32;KERALA;559;KOLLAM;5688;Kollam;628446;1;Thrikkovilvattom (CT);തൃക്കോവിൽവട്ടം;Inhabitant;00126400;628446
596;32;KERALA;559;KOLLAM;5688;Kollam;913834;1;Vadakkevila;വടക്കേവിള;Inhabitant;;000000
597;32;KERALA;559;KOLLAM;5687;Kottarakkara;628422;1;Chadayamangalam;ചടയമംഗലം;Inhabitant;00124500;628422
598;32;KERALA;559;KOLLAM;5687;Kottarakkara;628410;1;Chakkuvarakkal;ചക്കുവരയ്ക്കൽ;Inhabitant;00123200;628410
599;32;KERALA;559;KOLLAM;5687;Kottarakkara;628429;1;Chithara;ചിതറ;Inhabitant;00125200;628429
600;32;KERALA;559;KOLLAM;5687;Kottarakkara;628418;1;Elamad;ഇളമാട്;Inhabitant;00124100;628418
601;32;KERALA;559;KOLLAM;5687;Kottarakkara;628413;1;Ezhukone;എഴുകോൺ;Inhabitant;00123600;628413
602;32;KERALA;559;KOLLAM;5687;Kottarakkara;628424;1;Ittiva;ഇട്ടിവ;Inhabitant;00124700;628424
603;32;KERALA;559;KOLLAM;5687;Kottarakkara;628425;1;Kadakkal;കടയ്ക്കൽ;Inhabitant;00124800;628425
604;32;KERALA;559;KOLLAM;5687;Kottarakkara;628407;1;Kalayapuram;കലയപുരം;Inhabitant;00122900;628407
605;32;KERALA;559;KOLLAM;5687;Kottarakkara;628414;1;Kareepra;കരീപ്ര;Inhabitant;00123700;628414
606;32;KERALA;559;KOLLAM;5687;Kottarakkara;628430;3;Kottarakkara (CT);കൊട്ടാരക്കര;Inhabitant;00123400;628430
607;32;KERALA;559;KOLLAM;5687;Kottarakkara;628423;1;Kottukkal;കോട്ടുക്കൽ;Inhabitant;00124600;628423
608;32;KERALA;559;KOLLAM;5687;Kottarakkara;628406;1;Kulakkada;കുളക്കട;Inhabitant;00122800;628406
609;32;KERALA;559;KOLLAM;5687;Kottarakkara;628427;1;Kummil;കുുമ്മിൾ;Inhabitant;00125000;628427
610;32;KERALA;559;KOLLAM;5687;Kottarakkara;628428;1;Mancode;മാങ്കോട്;Inhabitant;00125100;628428
611;32;KERALA;559;KOLLAM;5687;Kottarakkara;628409;1;Melila;മേലില;Inhabitant;00123100;628409
612;32;KERALA;559;KOLLAM;5687;Kottarakkara;628408;1;Mylom;മൈലം;Inhabitant;00123000;628408
613;32;KERALA;559;KOLLAM;5687;Kottarakkara;628412;1;Neduvathoor;നെടുവത്തൂർ;Inhabitant;00123500;628412
614;32;KERALA;559;KOLLAM;5687;Kottarakkara;628426;1;Nilamel;നിലമേൽ;Inhabitant;00124900;628426
615;32;KERALA;559;KOLLAM;5687;Kottarakkara;628415;1;Odanavattam;ഓടനാവട്ടം;Inhabitant;00123800;628415
616;32;KERALA;559;KOLLAM;5687;Kottarakkara;628404;1;Pavithreswaram;പവിത്രേശ്വരം;Inhabitant;00122600;628404
617;32;KERALA;559;KOLLAM;5687;Kottarakkara;628420;1;Pooyappally;പൂയപ്പള്ളി;Inhabitant;00124300;628420
